Filename,f_measure
genotype_model1_0_01p_0005h_005m_009.csv,0.6206896551724138
genotype_model1_0_01p_0005h_005m_069.csv,0.5806451612903225
genotype_model1_0_01p_0005h_005m_093.csv,0.5051020408163266
genotype_model1_0_01p_0005h_005m_028.csv,0.6036585365853658
genotype_model1_0_01p_0005h_005m_034.csv,0.6055045871559632
genotype_model1_0_01p_0005h_005m_065.csv,0.5089974293059126
genotype_model1_0_01p_0005h_005m_078.csv,0.5308310991957105
genotype_model1_0_01p_0005h_005m_001.csv,0.592814371257485
genotype_model1_0_01p_0005h_005m_003.csv,0.6226415094339623
genotype_model1_0_01p_0005h_005m_008.csv,1.0
genotype_model1_0_01p_0005h_005m_045.csv,1.0
genotype_model1_0_01p_0005h_005m_082.csv,0.5625
genotype_model1_0_01p_0005h_005m_026.csv,0.5673352435530086
genotype_model1_0_01p_0005h_005m_056.csv,0.5593220338983051
genotype_model1_0_01p_0005h_005m_050.csv,0.5224274406332454
genotype_model1_0_01p_0005h_005m_085.csv,0.5294117647058824
genotype_model1_0_01p_0005h_005m_016.csv,1.0
genotype_model1_0_01p_0005h_005m_051.csv,0.5063938618925832
genotype_model1_0_01p_0005h_005m_058.csv,0.6130030959752322
genotype_model1_0_01p_0005h_005m_013.csv,0.5142857142857143
genotype_model1_0_01p_0005h_005m_004.csv,0.6111111111111112
genotype_model1_0_01p_0005h_005m_089.csv,0.5823529411764706
genotype_model1_0_01p_0005h_005m_052.csv,0.5063938618925832
genotype_model1_0_01p_0005h_005m_087.csv,0.5116279069767442
genotype_model1_0_01p_0005h_005m_029.csv,0.5577464788732395
genotype_model1_0_01p_0005h_005m_021.csv,0.5308310991957105
genotype_model1_0_01p_0005h_005m_095.csv,0.5142857142857143
genotype_model1_0_01p_0005h_005m_025.csv,0.5038167938931297
genotype_model1_0_01p_0005h_005m_030.csv,0.5116279069767442
genotype_model1_0_01p_0005h_005m_079.csv,0.5722543352601156
genotype_model1_0_01p_0005h_005m_044.csv,0.5142857142857143
genotype_model1_0_01p_0005h_005m_077.csv,0.66
genotype_model1_0_01p_0005h_005m_066.csv,0.6206896551724138
genotype_model1_0_01p_0005h_005m_083.csv,0.6092307692307692
genotype_model1_0_01p_0005h_005m_046.csv,0.5063938618925832
genotype_model1_0_01p_0005h_005m_017.csv,0.5609065155807366
genotype_model1_0_01p_0005h_005m_098.csv,0.6622073578595318
genotype_model1_0_01p_0005h_005m_047.csv,0.5561797752808989
genotype_model1_0_01p_0005h_005m_027.csv,0.5063938618925832
genotype_model1_0_01p_0005h_005m_075.csv,0.5012658227848101
genotype_model1_0_01p_0005h_005m_010.csv,0.6111111111111112
genotype_model1_0_01p_0005h_005m_033.csv,0.5051020408163266
genotype_model1_0_01p_0005h_005m_035.csv,0.518324607329843
genotype_model1_0_01p_0005h_005m_061.csv,0.6387096774193548
genotype_model1_0_01p_0005h_005m_053.csv,0.553072625698324
genotype_model1_0_01p_0005h_005m_041.csv,0.6149068322981366
genotype_model1_0_01p_0005h_005m_049.csv,0.6206896551724138
genotype_model1_0_01p_0005h_005m_092.csv,0.601823708206687
genotype_model1_0_01p_0005h_005m_019.csv,0.6346153846153847
genotype_model1_0_01p_0005h_005m_005.csv,0.5038167938931297
genotype_model1_0_01p_0005h_005m_037.csv,0.6491803278688525
genotype_model1_0_01p_0005h_005m_072.csv,0.6111111111111112
genotype_model1_0_01p_0005h_005m_097.csv,0.5116279069767442
genotype_model1_0_01p_0005h_005m_048.csv,0.5689655172413793
genotype_model1_0_01p_0005h_005m_094.csv,0.6168224299065421
genotype_model1_0_01p_0005h_005m_057.csv,1.0
genotype_model1_0_01p_0005h_005m_090.csv,0.577259475218659
genotype_model1_0_01p_0005h_005m_096.csv,0.6246056782334385
genotype_model1_0_01p_0005h_005m_080.csv,0.5129533678756477
genotype_model1_0_01p_0005h_005m_084.csv,0.5129533678756477
genotype_model1_0_01p_0005h_005m_081.csv,0.5561797752808989
