Filename,power
genotype_model1_0_01p_0005h_005m_093.csv,0.14
genotype_model1_0_01p_0005h_005m_028.csv,0.02
genotype_model1_0_01p_0005h_005m_034.csv,0.08
genotype_model1_0_01p_0005h_005m_065.csv,0.12
genotype_model1_0_01p_0005h_005m_078.csv,0.08
genotype_model1_0_01p_0005h_005m_001.csv,0.1
genotype_model1_0_01p_0005h_005m_003.csv,0.01
genotype_model1_0_01p_0005h_005m_008.csv,0.0
genotype_model1_0_01p_0005h_005m_045.csv,0.03
genotype_model1_0_01p_0005h_005m_082.csv,0.03
genotype_model1_0_01p_0005h_005m_026.csv,0.08
genotype_model1_0_01p_0005h_005m_056.csv,0.09
genotype_model1_0_01p_0005h_005m_050.csv,0.08
genotype_model1_0_01p_0005h_005m_085.csv,0.08
genotype_model1_0_01p_0005h_005m_016.csv,0.08
genotype_model1_0_01p_0005h_005m_051.csv,0.11
genotype_model1_0_01p_0005h_005m_058.csv,0.04
genotype_model1_0_01p_0005h_005m_013.csv,0.09
genotype_model1_0_01p_0005h_005m_004.csv,0.04
genotype_model1_0_01p_0005h_005m_089.csv,0.07
genotype_model1_0_01p_0005h_005m_052.csv,0.13
genotype_model1_0_01p_0005h_005m_087.csv,0.07
genotype_model1_0_01p_0005h_005m_029.csv,0.16
genotype_model1_0_01p_0005h_005m_021.csv,0.11
genotype_model1_0_01p_0005h_005m_095.csv,0.07
genotype_model1_0_01p_0005h_005m_025.csv,0.08
genotype_model1_0_01p_0005h_005m_030.csv,0.18
genotype_model1_0_01p_0005h_005m_079.csv,0.07
genotype_model1_0_01p_0005h_005m_044.csv,0.09
genotype_model1_0_01p_0005h_005m_077.csv,0.12
genotype_model1_0_01p_0005h_005m_066.csv,0.08
genotype_model1_0_01p_0005h_005m_083.csv,0.11
genotype_model1_0_01p_0005h_005m_046.csv,0.12
genotype_model1_0_01p_0005h_005m_017.csv,0.06
genotype_model1_0_01p_0005h_005m_098.csv,0.05
genotype_model1_0_01p_0005h_005m_047.csv,0.08
genotype_model1_0_01p_0005h_005m_027.csv,0.08
genotype_model1_0_01p_0005h_005m_075.csv,0.14
genotype_model1_0_01p_0005h_005m_010.csv,0.09
genotype_model1_0_01p_0005h_005m_033.csv,0.12
genotype_model1_0_01p_0005h_005m_035.csv,0.11
genotype_model1_0_01p_0005h_005m_061.csv,0.1
genotype_model1_0_01p_0005h_005m_053.csv,0.06
genotype_model1_0_01p_0005h_005m_041.csv,0.07
genotype_model1_0_01p_0005h_005m_049.csv,0.1
genotype_model1_0_01p_0005h_005m_092.csv,0.04
genotype_model1_0_01p_0005h_005m_019.csv,0.1
genotype_model1_0_01p_0005h_005m_005.csv,0.09
genotype_model1_0_01p_0005h_005m_037.csv,0.0
genotype_model1_0_01p_0005h_005m_072.csv,0.04
genotype_model1_0_01p_0005h_005m_097.csv,0.09
genotype_model1_0_01p_0005h_005m_048.csv,0.08
genotype_model1_0_01p_0005h_005m_094.csv,0.06
genotype_model1_0_01p_0005h_005m_057.csv,0.09
genotype_model1_0_01p_0005h_005m_090.csv,0.09
genotype_model1_0_01p_0005h_005m_096.csv,0.07
genotype_model1_0_01p_0005h_005m_080.csv,0.1
genotype_model1_0_01p_0005h_005m_084.csv,0.14
genotype_model1_0_01p_0005h_005m_081.csv,0.06
